t,AF3,F7,F3,F4,F8,AF7
5300.0000,-29.8546,776.1177,373.0074,705.9128,-201.8471,345.5893
5320.0000,-12.6107,788.8095,377.9804,712.9709,-183.6278,358.5952
5340.0000,-17.8665,785.9561,366.9652,705.8987,-178.8319,355.6485
5360.0000,-24.6046,780.8689,366.9645,704.0512,-158.7314,361.3859
5380.0000,-26.9861,776.9376,364.9897,688.9075,-185.8420,350.7591
5400.0000,-21.6902,783.0529,380.0528,714.0390,-175.7712,366.5042
5420.0000,-23.8796,779.9540,365.0001,712.9200,-176.8922,359.6820
5440.0000,-27.7053,774.1370,369.9655,717.0076,-180.6737,351.4893
5460.0000,-25.9278,767.8929,376.9885,718.0360,-181.7756,353.6511
5480.0000,-29.6109,758.1213,358.9932,713.9997,-180.6939,340.4255
5500.0000,1.8583,783.9048,380.0365,721.0335,-166.8688,359.7989
5520.0000,-6.6483,774.1675,374.8825,716.9488,-185.8054,340.3564
5540.0000,5.8281,802.7613,388.0845,735.0866,-138.7740,358.0006
5560.0000,-1.7099,791.1426,387.8459,732.0110,-147.6748,321.1137
5580.0000,-8.8301,758.6864,365.1457,705.1566,-191.8036,272.0043
5600.0000,-4.8551,782.1937,373.8573,718.8124,-173.6103,262.1200
5620.0000,-3.8179,774.7089,382.2272,717.0786,-184.8259,239.0864
5640.0000,1.9276,783.1356,385.7765,730.8967,-150.5689,228.1392
5660.0000,7.0017,769.7682,390.1919,724.1125,-151.0220,211.0804
5680.0000,0.0150,776.0682,395.7203,719.8287,-157.5332,178.9719
5700.0000,40.2005,797.8359,398.2433,752.1827,-121.0632,184.0060
5720.0000,39.9339,805.9967,400.7588,752.9518,-119.5705,152.0211
5740.0000,-1.5886,782.7584,393.2848,739.2390,-129.0219,109.1997
5760.0000,17.7212,783.1372,384.7164,732.7511,-127.3640,108.9481
5780.0000,-8.5757,772.8741,381.3453,719.0668,-156.1474,78.1285
5800.0000,-4.0773,779.1216,377.6330,714.8940,-152.3976,75.9435
5820.0000,28.3461,807.7700,399.3626,729.2773,-126.2141,74.1864
5840.0000,36.6877,815.1824,406.6251,725.7260,-156.1369,66.8119
5860.0000,-5.3814,806.8370,382.4193,703.1570,-171.4453,10.1147
5880.0000,2.6755,816.1251,388.6240,713.8146,-166.0504,6.6875
5900.0000,3.3604,836.7811,393.3549,717.1813,-145.3541,22.2726
5920.0000,25.6305,844.1701,399.6384,729.7473,-118.0529,31.7144
5940.0000,27.4151,842.9056,394.3755,725.2417,-134.6051,4.2452
5960.0000,23.5270,838.9915,383.6424,724.8766,-119.0105,26.8197
5980.0000,28.4663,848.7803,383.3296,718.2073,-145.5770,-4.6690
6000.0000,19.5735,861.1642,397.7009,734.8821,-149.7727,-19.9293
6020.0000,35.5274,854.8939,396.2931,735.1880,-134.8239,-4.7011
6040.0000,28.6760,866.1421,380.7038,715.7829,-129.6475,-29.9315
6060.0000,42.3669,866.8862,394.2587,731.1264,-119.8196,-15.7420
6080.0000,58.5099,870.1942,403.7592,741.9536,-116.5429,-29.8553
6100.0000,36.3628,865.6705,391.1732,740.0148,-125.0307,-33.8112
6120.0000,63.7000,872.1246,407.8819,739.0137,-116.4423,-47.7820
6140.0000,49.3837,864.6833,369.0452,712.9876,-125.1380,-60.7875
6160.0000,25.6082,864.1574,381.9705,723.9671,-118.4750,-52.6022
6180.0000,64.4759,875.7098,389.0056,748.0043,-91.1670,-45.9030
6200.0000,48.6362,869.4138,379.0690,714.0264,-127.3247,-62.5526
6220.0000,58.4265,884.6010,386.9071,727.9789,-121.2789,-59.1077
6240.0000,57.7865,875.3748,383.1475,722.9951,-135.1232,-51.4570
6260.0000,43.2708,880.5226,376.7150,718.7955,-123.2698,-42.1377
6280.0000,63.8389,890.5408,393.3471,749.1786,-119.0834,-8.3071
6300.0000,51.3072,887.5246,391.6647,746.8099,-121.4125,-14.1811
6320.0000,61.8214,903.5817,381.4165,720.1150,-122.0093,0.6931
6340.0000,40.2715,903.4783,384.4755,725.7240,-129.5564,-2.3700
6360.0000,28.9519,891.6428,371.5670,713.1545,-141.9714,-1.9953
6380.0000,39.1650,898.2026,376.3300,718.6603,-131.5177,2.1832
6400.0000,29.8512,904.7001,368.6953,717.2469,-145.9720,-1.8782
6420.0000,35.9880,924.2753,376.1846,721.7898,-148.5848,0.1942
6440.0000,35.1118,939.9193,383.8222,738.3350,-148.9204,9.9330
6460.0000,34.0314,945.1649,366.0432,713.6537,-166.5056,-3.6770
6480.0000,23.1860,965.9389,370.9704,714.3750,-168.0516,-16.6183
6500.0000,59.8311,1042.1869,389.9142,721.6741,-142.6850,1.8239
6520.0000,53.1075,1065.0518,382.1334,714.4331,-148.0201,-17.6786
6540.0000,61.8108,1084.9971,384.7960,725.4648,-114.5816,7.8100
6560.0000,32.2815,1105.2091,373.3068,710.4265,-146.9674,-4.4959
6580.0000,22.7749,1104.9470,361.6902,695.4786,-191.6413,-36.0183
6600.0000,37.3475,1169.1743,380.3951,715.5500,-153.9985,12.4288
6620.0000,8.5899,1188.7877,350.5544,691.4233,-166.5068,-3.1284
6640.0000,33.5230,1212.3929,365.5305,716.4217,-152.9473,-17.4222
6660.0000,23.3889,1203.7874,371.4485,716.4702,-167.5566,-31.2852
6680.0000,6.5037,1207.5236,349.6196,690.5175,-168.0857,-71.3775
6700.0000,4.4287,1198.7638,365.3280,695.4219,-183.5023,-69.2510
6720.0000,32.7161,1224.5677,363.6646,696.4908,-184.0741,-93.2968
6740.0000,11.1469,1198.6887,358.2647,680.5337,-192.6339,-61.3641
6760.0000,-5.9079,1168.5400,345.7502,662.5024,-211.1373,-71.2609
6780.0000,5.0355,1202.6306,364.2260,697.5309,-154.4873,-29.3605
6800.0000,14.9177,1169.5432,359.8353,692.4567,-151.9808,-0.1104
6820.0000,8.0245,1154.4858,365.1214,695.4128,-150.4110,6.3866
6840.0000,-3.8141,1105.7117,350.8433,689.4763,-166.0603,7.6437
6860.0000,4.8014,1100.4565,376.1010,713.4818,-176.3487,33.2657
6880.0000,11.2081,1077.6903,378.9372,714.5264,-178.2430,53.7361
6900.0000,8.8355,1065.3046,371.0853,690.5563,-182.4842,61.3224
6920.0000,14.2196,1067.8186,384.8945,722.5775,-180.1912,94.6808
6940.0000,32.7525,1058.4451,379.0849,707.5770,-179.4637,101.3245
