t,1,2,3,4,5,6
4600.0000,2297.0750,-321.8870,2059.2097,192.4572,-121.0050,52.0117
4620.0000,2286.4944,-353.1237,2062.5427,210.9362,-134.8128,39.9886
4640.0000,2345.5195,-325.2374,2099.4812,166.5430,-151.3695,43.5699
4660.0000,2350.7666,-326.0724,2117.3247,191.8687,-142.9465,49.3036
4680.0000,2293.9949,-320.8470,2052.7505,185.6515,-142.1798,53.4946
4700.0000,2279.2039,-331.4038,2040.0164,188.6773,-132.9685,50.4607
4720.0000,2300.2036,-322.5110,2063.2131,188.1179,-147.0214,51.4890
4740.0000,2315.6489,-318.5430,2078.1553,187.2828,-143.8450,51.0966
4760.0000,2297.4368,-311.7193,2044.9489,159.8075,-149.3900,52.6044
4780.0000,2283.4529,-316.9791,2037.1995,166.1492,-151.8548,44.4710
4800.0000,2308.5544,-298.0372,2056.7512,154.8823,-156.5667,52.5884
4820.0000,2313.9822,-292.1331,2058.1487,141.7713,-155.2946,49.1855
4840.0000,2287.0979,-304.6140,2025.1409,129.9183,-162.2820,41.9914
4860.0000,2296.7217,-302.2383,2034.8228,133.6038,-159.6542,40.9658
4880.0000,2299.7651,-292.3592,2025.7085,115.6578,-170.4414,46.5213
4900.0000,2332.4285,-288.7547,2064.2986,121.0301,-162.3020,46.6685
4920.0000,2298.0281,-312.9292,2044.3180,155.9925,-148.0144,45.8255
4940.0000,2300.6162,-298.0084,2036.0060,128.6650,-171.2032,52.5662
4960.0000,2337.7429,-290.0518,2081.1052,154.4890,-153.7184,58.8939
4980.0000,2323.8232,-281.7258,2068.5681,151.9441,-157.0815,62.6055
5000.0000,2313.3547,-287.4084,2034.5856,127.4336,-154.2832,54.6085
5020.0000,2288.2412,-285.3615,2007.9398,137.5368,-150.3755,60.9966
5040.0000,2302.2268,-270.8108,2029.0929,134.3934,-162.2381,69.0500
5060.0000,2286.8894,-284.8084,2012.4784,156.4480,-149.2443,66.8305
5080.0000,2281.4014,-283.1703,1993.3024,144.4330,-144.6352,62.6166
5100.0000,2276.5535,-278.4901,1991.9525,150.8937,-139.7958,72.7080
5120.0000,2283.0129,-281.7923,1995.8933,153.7849,-142.1906,69.0259
5140.0000,2276.6890,-285.2378,1998.7798,160.1445,-147.4801,67.4541
5160.0000,2301.7617,-258.0403,2006.8518,149.8056,-146.0905,79.7080
5180.0000,2259.1975,-281.7222,1978.3594,179.4507,-130.5124,76.5544
5200.0000,2275.9548,-290.3121,1978.9302,162.0657,-137.0951,66.4092
5220.0000,2276.1082,-286.7930,1970.7754,160.7332,-141.3901,71.5243
5240.0000,2266.9360,-298.1606,1967.7976,159.7498,-141.6100,65.4107
5260.0000,2268.0315,-278.4521,1953.9727,147.4589,-134.4891,69.7774
5280.0000,2268.1372,-299.5407,1973.5596,168.0789,-134.2846,60.0339
5300.0000,2252.1992,-303.8429,1961.3748,178.1268,-139.6624,64.3691
5320.0000,2253.6045,-333.8907,1985.2094,205.9471,-134.2035,52.1674
5340.0000,2276.8621,-303.5271,1987.5447,179.2177,-136.1167,67.1545
5360.0000,2280.6079,-296.8364,1993.2732,186.6123,-134.0489,75.6707
5380.0000,2283.9192,-311.5268,2001.8047,188.9144,-132.9886,65.1617
5400.0000,2246.3853,-320.8864,1962.9999,195.3397,-135.6759,62.6839
