t,AF3,F7,F3,F4,F8,AF7
4080.0000,-185.6950,548.8848,328.3961,628.5521,-259.5255,-915.5408
4100.0000,-197.0389,535.1310,311.6024,639.4037,-249.2598,-918.1868
4120.0000,-235.8127,531.7878,305.3800,634.4991,-276.4944,-955.5869
4140.0000,-227.8806,518.1252,312.6102,647.5143,-276.2079,-950.1750
4160.0000,-205.9703,530.8657,322.4063,643.3761,-275.5058,-931.5937
4180.0000,-196.7744,540.1035,322.5887,651.6661,-238.1913,-903.1234
4200.0000,-214.0309,542.8642,312.4067,640.3576,-234.5222,-928.6251
4220.0000,-239.6965,538.0235,304.5805,633.7361,-275.1629,-946.1071
4240.0000,-216.1449,564.9268,311.4492,635.2651,-267.6198,-919.6468
4260.0000,-223.6079,567.9880,310.5312,641.8381,-253.2035,-906.0667
4280.0000,-221.2796,542.9700,312.4487,639.1411,-240.5648,-921.6941
4300.0000,-210.4394,549.9943,317.5269,645.8927,-227.1247,-887.0253
4320.0000,-210.4158,560.1272,327.4838,654.0521,-248.6064,-904.7163
4340.0000,-189.3392,533.9130,328.5005,654.0042,-257.1967,-900.0047
4360.0000,-183.4567,539.1332,334.4944,669.9969,-246.5995,-883.7464
4380.0000,-210.2608,525.8511,322.4744,663.0578,-248.1708,-912.9755
4400.0000,-185.5543,533.2080,328.5401,665.8550,-261.6351,-896.7823
4420.0000,-186.2567,528.7857,343.4667,656.1568,-292.1996,-906.9590
4440.0000,-184.6237,519.2777,332.5554,667.7586,-296.5988,-903.8024
4460.0000,-192.1175,523.6974,332.4354,659.2532,-290.2174,-918.9394
4480.0000,-185.6908,528.3129,322.5949,665.7031,-266.5935,-899.8125
4500.0000,-200.1038,529.6143,315.3982,654.3198,-295.2598,-936.9359
4520.0000,-177.7001,543.3301,335.6105,662.6143,-294.5260,-895.8147
4540.0000,-198.0525,511.5980,331.3693,659.3851,-289.3005,-878.9221
4560.0000,-219.7706,492.4337,306.6171,650.5724,-334.4609,-920.8140
4580.0000,-218.0267,528.5176,333.3412,655.3868,-297.3956,-916.9529
4600.0000,-181.7917,507.4454,329.6481,656.5558,-299.3949,-893.7742
4620.0000,-195.9913,532.3942,321.3058,649.4863,-329.4742,-919.9998
4640.0000,-215.8047,543.5070,321.6700,663.4952,-290.2908,-901.7455
4660.0000,-185.0101,562.3574,331.3046,668.4880,-289.5656,-893.0247
4680.0000,-186.8505,546.6733,332.6967,651.4860,-287.1656,-894.6846
4700.0000,-197.9680,515.2985,330.2813,648.5069,-307.7283,-901.0838
4720.0000,-184.8527,561.6737,330.7133,652.4059,-285.0592,-892.6312
4740.0000,-180.9567,560.3552,329.2927,657.5853,-280.7514,-891.1265
4760.0000,-207.8932,534.6865,328.7248,650.4041,-276.9291,-887.5773
4780.0000,-204.9867,544.2761,316.2644,644.5704,-279.8788,-897.1985
4800.0000,-194.8282,562.7197,324.7114,652.3890,-252.8496,-875.5026
4820.0000,-203.9827,548.1787,317.2772,653.5309,-248.0141,-871.2602
4840.0000,-234.8477,527.8317,308.7053,642.3961,-265.7614,-889.4341
4860.0000,-226.9093,532.1202,306.2865,645.4984,-262.1845,-894.3481
4880.0000,-236.8665,539.8164,312.6780,644.4873,-247.5760,-889.3552
4900.0000,-225.9007,539.1651,313.2926,656.5201,-244.2736,-878.4168
4920.0000,-213.8358,525.8400,317.6891,649.5140,-279.4185,-897.2769
4940.0000,-227.9154,554.0930,325.3196,646.4856,-252.4336,-875.5007
4960.0000,-185.8768,567.8330,333.6668,662.4765,-243.2870,-872.1858
4980.0000,-177.9510,579.0781,336.3397,658.4303,-230.5236,-856.5771
5000.0000,-217.8422,525.8612,323.6256,652.5162,-248.1575,-897.1136
5020.0000,-202.9970,529.0863,331.3673,646.4056,-246.6975,-901.6823
5040.0000,-186.8634,570.8357,341.6206,650.5776,-219.0569,-863.0187
5060.0000,-177.9565,555.1594,340.4045,647.3965,-241.8170,-901.7664
5080.0000,-191.8853,526.8061,331.6057,644.6838,-245.8790,-924.9614
5100.0000,-178.9643,528.1417,346.4398,646.3104,-241.9581,-904.8373
5120.0000,-178.7930,535.8958,341.5712,646.7251,-243.7309,-922.8765
5140.0000,-173.9564,554.1202,340.4568,644.2692,-243.1051,-913.9357
5160.0000,-152.8409,567.8082,351.5280,652.7292,-208.6090,-909.7968
5180.0000,-147.0164,543.1385,351.4948,643.1710,-245.2331,-925.9985
5200.0000,-179.7723,524.8575,338.5049,643.8262,-257.5049,-964.7514
5220.0000,-177.0107,535.1481,345.5159,643.1101,-251.3751,-974.1053
5240.0000,-192.8288,520.7574,339.4783,639.9241,-267.4173,-972.6942
5260.0000,-184.0784,507.1909,338.5246,641.0643,-247.4715,-976.1614
5280.0000,-183.7476,516.7913,330.4436,640.9324,-270.2098,-980.6375
5300.0000,-176.0571,536.2832,338.5529,636.0017,-271.5247,-980.2104
5320.0000,-178.6704,534.6951,329.4170,637.0389,-308.2163,-993.5845
