t,1,2,3,4,5,6
6320.0000,488.4006,825.0201,-1075.8856,506.1520,668.8806,-272.6242
6340.0000,481.1110,813.4089,-1068.2137,517.3584,661.1826,-276.1228
6360.0000,492.9300,826.9022,-1081.4294,514.5040,667.7186,-271.8462
6380.0000,491.3419,865.4944,-1102.0502,496.6604,660.4901,-275.8269
6400.0000,477.9752,803.1826,-1069.9297,537.0238,663.6456,-277.2588
6420.0000,490.6938,849.0557,-1095.5068,518.0215,664.7244,-281.0305
6440.0000,488.5805,841.6860,-1098.7323,538.4505,667.4006,-277.6104
6460.0000,478.8304,835.5211,-1092.1630,523.7288,658.7136,-285.1403
6480.0000,492.4600,873.1212,-1090.7158,522.6046,667.6972,-274.1329
6500.0000,487.4568,867.7521,-1099.7535,529.9486,663.3301,-278.0426
6520.0000,485.5543,871.1863,-1083.3843,521.8170,659.3589,-279.2832
6540.0000,463.8494,844.6862,-1081.6936,530.6337,641.4453,-279.3790
6560.0000,460.8051,856.1820,-1106.1027,558.3223,647.8296,-295.0359
6580.0000,463.4562,850.5759,-1091.2655,543.8586,644.8124,-288.5836
6600.0000,466.5894,857.6056,-1129.3038,560.3931,647.5989,-298.6245
6620.0000,485.5866,841.9572,-1066.9595,536.8544,661.3668,-278.4714
6640.0000,482.2018,862.5560,-1080.5404,530.7956,659.8151,-279.8758
6660.0000,493.9518,823.9158,-1070.6945,551.7543,673.3065,-283.6448
6680.0000,493.0742,818.7419,-1059.4307,549.2176,669.9763,-285.0682
6700.0000,495.2348,845.9025,-1096.1010,573.2141,677.8646,-283.7776
6720.0000,519.5891,866.2994,-1077.2214,546.8210,688.4011,-275.2883
6740.0000,533.1655,838.1410,-1074.3988,578.6590,705.7206,-263.3733
6760.0000,524.0402,855.5392,-1073.0817,553.9137,692.4163,-267.0104
6780.0000,508.6738,868.7621,-1099.7894,561.3456,683.0392,-282.1869
6800.0000,525.3491,899.8939,-1105.9742,541.9728,689.9067,-268.1779
6820.0000,521.7007,881.3478,-1092.7037,545.3922,686.9417,-274.5582
6840.0000,527.7752,862.2326,-1087.3011,559.1656,698.4812,-278.2893
6860.0000,547.5916,851.4858,-1087.3972,583.2990,713.1097,-271.3918
6880.0000,559.6593,861.7138,-1085.9277,574.6954,720.9772,-262.4315
6900.0000,542.2482,863.9739,-1103.7419,561.6972,708.7001,-273.3718
6920.0000,531.0620,852.8504,-1098.0536,562.2347,693.3419,-272.6650
6940.0000,552.2125,856.9235,-1093.4773,571.6342,714.2891,-259.7500
6960.0000,523.3741,860.0243,-1109.2538,566.0280,689.4911,-268.6504
6980.0000,527.7155,874.9980,-1140.2484,599.1993,694.9681,-275.8176
7000.0000,546.2199,832.2653,-1069.1841,581.3877,710.8033,-256.4127
7020.0000,552.9581,842.5598,-1087.6250,574.7183,719.4471,-254.6895
7040.0000,525.6690,810.2745,-1100.5128,606.9218,703.8729,-270.9526
7060.0000,555.8588,848.9662,-1118.6560,587.7141,725.2372,-253.8714
7080.0000,555.5689,811.0761,-1097.3916,604.6849,732.8535,-251.3857
7100.0000,566.2501,796.4761,-1078.2449,603.9327,742.3123,-249.0875
7120.0000,547.0679,743.6165,-1063.6343,626.6230,730.6581,-258.1864
7140.0000,551.5361,755.9889,-1068.6896,624.4544,732.5642,-251.9928
