t,1,2,3,4,5,6
7060.0000,45.5618,-769.6883,-349.6443,229.0411,98.4657,483.9673
7080.0000,47.3338,-763.9685,-353.0272,209.9946,94.8084,483.7232
7100.0000,61.7585,-750.1287,-346.8376,179.4905,95.3010,488.8857
7120.0000,64.9374,-749.1037,-350.8089,174.3765,92.7775,486.0066
7140.0000,65.8504,-743.9530,-351.7506,175.6084,92.8065,488.7215
7160.0000,66.8169,-741.4062,-354.5753,182.8713,94.2196,485.5428
7180.0000,67.0919,-740.6909,-346.0145,194.3519,91.1643,485.3588
7200.0000,58.1869,-734.1087,-356.3270,191.7178,99.5691,484.6886
7220.0000,64.8992,-741.3095,-356.3793,176.5514,93.0431,484.6019
7240.0000,60.8410,-756.9630,-353.4317,174.9201,96.6630,485.6571
7260.0000,60.1769,-763.8223,-354.1413,151.4790,93.8444,483.4091
7280.0000,47.6019,-781.6158,-351.0791,231.6087,92.8419,486.7909
7300.0000,32.5402,-793.6405,-350.5514,265.2827,96.9439,486.7299
7320.0000,27.8008,-799.1533,-342.8181,284.8417,96.7864,484.9675
